subscription_id,customer_id,plan_id,start_date,end_date,churn_flag,churn_date,mrr_value,Contract,plan
2976,5598-IKHQQ,2976,3/3/2020,NULL,0,NULL,25.45,Two year,Basic
2977,0397-ZXWQF,2977,8/3/2020,NULL,0,NULL,20.5,Two year,Basic
2978,5266-PFRQK,2978,11/3/2021,NULL,0,NULL,20.85,One year,Basic
2979,4674-HGNUA,2979,4/3/2020,NULL,0,NULL,89.9,Two year,Enterprise
2980,6765-MBQNU,2980,1/3/2024,NULL,0,NULL,26,One year,Basic
2981,9786-IJYDL,2981,4/3/2023,NULL,0,NULL,113.2,Two year,Enterprise
2982,1303-SRDOK,2982,8/3/2021,NULL,0,NULL,69.05,Two year,Pro
2983,3769-MHZNV,2983,6/3/2023,NULL,0,NULL,20.1,Two year,Basic
2984,6295-OSINB,2984,3/3/2020,NULL,0,NULL,109.65,Two year,Enterprise
2985,3308-MHOOC,2985,2/3/2026,NULL,0,NULL,19.2,Month-to-month,Basic
2986,2309-OSFEU,2986,5/3/2025,3/3/2026,1,3/3/2026,33.9,Month-to-month,Basic
2987,2207-QPJED,2987,2/3/2023,NULL,0,NULL,90,Month-to-month,Enterprise
2988,4177-JPDFU,2988,3/3/2025,NULL,0,NULL,34,Month-to-month,Basic
2989,2239-CFOUJ,2989,2/3/2026,NULL,0,NULL,20.4,One year,Basic
2990,8046-DNVTL,2990,1/3/2021,NULL,0,NULL,38.6,Two year,Basic
2991,2209-XADXF,2991,2/3/2026,NULL,0,NULL,25.25,Month-to-month,Basic
2992,6620-JDYNW,2992,9/3/2024,NULL,0,NULL,60.6,Month-to-month,Pro
2993,1891-FZYSA,2993,6/3/2020,3/3/2026,1,3/3/2026,89.95,Month-to-month,Enterprise
2994,4770-UEZOX,2994,1/3/2026,NULL,0,NULL,74.75,Month-to-month,Pro
2995,1038-RQOST,2995,8/3/2024,NULL,0,NULL,20.6,Month-to-month,Basic
2996,7613-LLQFO,2996,3/3/2025,3/3/2026,1,3/3/2026,84.45,Month-to-month,Enterprise
2997,4568-TTZRT,2997,6/3/2025,NULL,0,NULL,20.4,Month-to-month,Basic
2998,9513-DXHDA,2998,12/3/2023,NULL,0,NULL,81.7,One year,Enterprise
2999,2640-PMGFL,2999,12/3/2023,3/3/2026,1,3/3/2026,79.5,Month-to-month,Pro
3000,3801-HMYNL,3000,2/3/2026,3/3/2026,1,3/3/2026,89.15,Month-to-month,Enterprise
3001,0516-QREYC,3001,3/3/2024,NULL,0,NULL,20.3,Month-to-month,Basic
3002,9685-WKZGT,3002,1/3/2025,3/3/2026,1,3/3/2026,74.95,Month-to-month,Pro
3003,6022-UGGSO,3003,7/3/2023,3/3/2026,1,3/3/2026,74.4,Month-to-month,Pro
3004,8084-OIVBS,3004,4/3/2025,NULL,0,NULL,20,One year,Basic
3005,8896-BQTTI,3005,2/3/2026,NULL,0,NULL,25,Month-to-month,Basic
3006,3865-QBWSJ,3006,1/3/2023,NULL,0,NULL,80.45,Month-to-month,Enterprise
3007,3352-RICWQ,3007,6/3/2025,NULL,0,NULL,19.75,Two year,Basic
3008,2160-GPFXD,3008,9/3/2021,NULL,0,NULL,65.65,Two year,Pro
3009,2065-MMKGR,3009,10/3/2023,NULL,0,NULL,71,One year,Pro
3010,5857-TYBCJ,3010,7/3/2022,NULL,0,NULL,89.2,Month-to-month,Enterprise
3011,1498-NHTLT,3011,4/3/2021,NULL,0,NULL,86.75,Two year,Enterprise
3012,4484-CGXFK,3012,12/3/2025,3/3/2026,1,3/3/2026,55.3,Month-to-month,Pro
3013,1402-PTHGN,3013,9/3/2024,NULL,0,NULL,61.5,One year,Pro
3014,4176-RELJR,3014,8/3/2020,NULL,0,NULL,25.1,Two year,Basic
3015,6214-EDAKZ,3015,5/3/2024,3/3/2026,1,3/3/2026,55.15,Month-to-month,Pro
3016,5199-FPUSP,3016,6/3/2023,NULL,0,NULL,34.05,One year,Basic
3017,6377-KSLXC,3017,10/3/2025,NULL,0,NULL,19.95,Month-to-month,Basic
3018,1796-JANOW,3018,1/3/2026,NULL,0,NULL,19.95,Month-to-month,Basic
3019,0238-WHBIQ,3019,3/3/2020,NULL,0,NULL,89.7,Two year,Enterprise
3020,8735-NBLWT,3020,6/3/2025,NULL,0,NULL,20.4,Month-to-month,Basic
3021,6651-RLGGM,3021,8/3/2020,NULL,0,NULL,26.3,Two year,Basic
3022,6127-ISGTU,3022,11/3/2024,3/3/2026,1,3/3/2026,84.95,Month-to-month,Enterprise
3023,1614-JBEBI,3023,7/3/2025,NULL,0,NULL,20.7,Month-to-month,Basic
3024,8740-XLHDR,3024,10/3/2025,3/3/2026,1,3/3/2026,43.25,Month-to-month,Pro
3025,1208-DNHLN,3025,4/3/2024,3/3/2026,1,3/3/2026,48.35,One year,Pro
3026,1761-AEZZR,3026,2/3/2026,3/3/2026,1,3/3/2026,79.55,Month-to-month,Pro
3027,3923-CSIHK,3027,1/3/2022,3/3/2026,1,3/3/2026,71.05,Month-to-month,Pro
3028,5696-EXCYS,3028,10/3/2024,NULL,0,NULL,19.45,Two year,Basic
3029,5795-KTGUD,3029,7/3/2020,NULL,0,NULL,110.8,Two year,Enterprise
3030,7120-RFMVS,3030,2/3/2026,3/3/2026,1,3/3/2026,84.5,Month-to-month,Enterprise
3031,7924-GJZFI,3031,2/3/2024,NULL,0,NULL,69.3,Month-to-month,Pro
3032,4702-HDRKD,3032,8/3/2020,NULL,0,NULL,49.35,One year,Pro
3033,8512-WIWYV,3033,7/3/2023,NULL,0,NULL,20.35,One year,Basic
3034,5897-ZYEKH,3034,8/3/2020,NULL,0,NULL,105.6,One year,Enterprise
3035,5456-ITGIC,3035,3/3/2020,NULL,0,NULL,64.45,Two year,Pro
3036,7317-GGVPB,3036,4/3/2020,3/3/2026,1,3/3/2026,108.6,Two year,Enterprise
3037,1406-PUQVY,3037,2/3/2026,NULL,0,NULL,49.9,Month-to-month,Pro
3038,1322-AGOQM,3038,5/3/2022,3/3/2026,1,3/3/2026,30.3,Month-to-month,Basic
3039,3677-IYRBF,3039,1/3/2026,3/3/2026,1,3/3/2026,30.4,Month-to-month,Basic
3040,5692-FPTAH,3040,2/3/2026,3/3/2026,1,3/3/2026,45.4,Month-to-month,Pro
3041,9114-AAFQH,3041,3/3/2022,NULL,0,NULL,65.65,One year,Pro
3042,8715-KKTFG,3042,2/3/2021,NULL,0,NULL,103.3,One year,Enterprise
3043,1550-LOAHA,3043,7/3/2023,3/3/2026,1,3/3/2026,84.15,Month-to-month,Enterprise
3044,1728-BQDMA,3044,1/3/2026,NULL,0,NULL,44.45,Month-to-month,Pro
3045,0268-QKIWO,3045,12/3/2025,3/3/2026,1,3/3/2026,19.75,Month-to-month,Basic
3046,0876-WDUUZ,3046,10/3/2025,3/3/2026,1,3/3/2026,85.4,Month-to-month,Enterprise
3047,5117-ZSMHQ,3047,4/3/2020,NULL,0,NULL,89.9,Two year,Enterprise
3048,5151-HQRDG,3048,2/3/2023,NULL,0,NULL,55.05,Month-to-month,Pro
3049,0960-HUWBM,3049,10/3/2020,NULL,0,NULL,104.1,Two year,Enterprise
3050,6465-GSRCL,3050,8/3/2020,NULL,0,NULL,106.6,One year,Enterprise
3051,0617-FHSGK,3051,2/3/2022,3/3/2026,1,3/3/2026,75.2,Month-to-month,Pro
3052,0263-FJTQO,3052,1/3/2022,NULL,0,NULL,70.5,Two year,Pro
3053,7319-ZNRTR,3053,2/3/2024,NULL,0,NULL,19.6,One year,Basic
3054,2858-MOFSQ,3054,10/3/2024,3/3/2026,1,3/3/2026,55.85,One year,Pro
3055,7503-EPSZW,3055,11/3/2020,NULL,0,NULL,24.05,Two year,Basic
3056,7089-XXAYG,3056,2/3/2024,NULL,0,NULL,38.1,One year,Basic
3057,8118-LSUEL,3057,4/3/2024,3/3/2026,1,3/3/2026,106.4,Month-to-month,Enterprise
3058,8070-AAWZP,3058,3/3/2024,NULL,0,NULL,34.25,Month-to-month,Basic
3059,1666-JXLKU,3059,2/3/2023,NULL,0,NULL,100.05,Month-to-month,Enterprise
3060,7855-DIWPO,3060,6/3/2024,NULL,0,NULL,68.65,Month-to-month,Pro
3061,5133-POWUA,3061,2/3/2026,NULL,0,NULL,45.8,Month-to-month,Pro
3062,5652-MSDEY,3062,5/3/2025,NULL,0,NULL,75.75,Month-to-month,Pro
3063,7005-CCBKV,3063,9/3/2025,3/3/2026,1,3/3/2026,84.4,Month-to-month,Enterprise
3064,1810-BOHSY,3064,12/3/2021,NULL,0,NULL,96.4,One year,Enterprise
3065,1784-BXEFA,3065,5/3/2025,NULL,0,NULL,20.55,Month-to-month,Basic
3066,7351-MHQVU,3066,9/3/2025,NULL,0,NULL,50.95,Month-to-month,Pro
3067,9224-VTYID,3067,4/3/2022,NULL,0,NULL,90.5,Two year,Enterprise
3068,9500-IWPXQ,3068,2/3/2021,NULL,0,NULL,79.4,One year,Pro
3069,5762-TJXGK,3069,11/3/2021,NULL,0,NULL,58.75,Two year,Pro
3070,4504-YOULA,3070,4/3/2023,NULL,0,NULL,59.45,Month-to-month,Pro
3071,5569-IDSEY,3071,4/3/2020,NULL,0,NULL,105.7,One year,Enterprise
3072,4250-FDVOU,3072,9/3/2025,3/3/2026,1,3/3/2026,56.25,Month-to-month,Pro
3073,7284-ZZLOH,3073,6/3/2022,NULL,0,NULL,53.3,Two year,Pro
3074,5277-ZLOOR,3074,1/3/2026,3/3/2026,1,3/3/2026,85.55,Month-to-month,Enterprise
3075,2141-RRYGO,3075,11/3/2025,3/3/2026,1,3/3/2026,68.65,Month-to-month,Pro
3076,1777-JYQPJ,3076,1/3/2026,NULL,0,NULL,24.3,Month-to-month,Basic
3077,6376-GAHQE,3077,11/3/2025,3/3/2026,1,3/3/2026,77.85,Month-to-month,Pro
3078,3401-URHDA,3078,12/3/2021,NULL,0,NULL,59.9,One year,Pro
3079,1599-EAHXY,3079,3/3/2021,NULL,0,NULL,23.95,One year,Basic
3080,8631-XVRZL,3080,6/3/2025,NULL,0,NULL,20.15,One year,Basic
3081,5052-PNLOS,3081,12/3/2025,3/3/2026,1,3/3/2026,105.35,Month-to-month,Enterprise
3082,3853-LYGAM,3082,10/3/2024,NULL,0,NULL,95.65,Month-to-month,Enterprise
3083,6979-ZNSFF,3083,7/3/2025,3/3/2026,1,3/3/2026,87.05,Month-to-month,Enterprise
3084,5751-USDBL,3084,5/3/2022,NULL,0,NULL,81,Two year,Enterprise
3085,5680-LQOGP,3085,7/3/2020,NULL,0,NULL,82.45,Two year,Enterprise
3086,2386-LAHRK,3086,2/3/2026,3/3/2026,1,3/3/2026,53.5,Month-to-month,Pro
3087,8189-DUKMV,3087,11/3/2025,NULL,0,NULL,20.5,One year,Basic
3088,6032-IGALN,3088,2/3/2026,3/3/2026,1,3/3/2026,25.1,Month-to-month,Basic
3089,9931-DCEZH,3089,11/3/2023,NULL,0,NULL,54.4,One year,Pro
3090,1898-JSNDC,3090,12/3/2022,NULL,0,NULL,58.6,One year,Pro
3091,0315-LVCRK,3091,4/3/2025,NULL,0,NULL,84.8,Month-to-month,Enterprise
3092,3911-RSNHI,3092,4/3/2020,NULL,0,NULL,61.4,Two year,Pro
3093,2410-CIYFZ,3093,1/3/2026,NULL,0,NULL,20.4,Month-to-month,Basic
3094,4248-HCETZ,3094,9/3/2023,3/3/2026,1,3/3/2026,79.65,Month-to-month,Pro
3095,5505-OVWQW,3095,10/3/2024,NULL,0,NULL,20.15,One year,Basic
3096,7271-AJDTL,3096,8/3/2021,NULL,0,NULL,94.45,Month-to-month,Enterprise
3097,1867-TJHTS,3097,5/3/2021,NULL,0,NULL,79.8,Month-to-month,Pro
3098,0516-WJVXC,3098,10/3/2025,3/3/2026,1,3/3/2026,54.2,Month-to-month,Pro
3099,9174-FKWZE,3099,2/3/2026,3/3/2026,1,3/3/2026,19.45,Month-to-month,Basic
3100,6860-YRJZP,3100,6/3/2025,NULL,0,NULL,74.05,Month-to-month,Pro
3101,4429-WYGFR,3101,1/3/2024,NULL,0,NULL,49.15,Month-to-month,Pro
3102,2817-LVCPP,3102,1/3/2022,NULL,0,NULL,19.4,Two year,Basic
3103,5038-ETMLM,3103,3/3/2020,NULL,0,NULL,113.65,Two year,Enterprise
3104,5056-FIMPT,3104,8/3/2022,NULL,0,NULL,106,One year,Enterprise
3105,4521-WFJAI,3105,7/3/2021,NULL,0,NULL,25.95,Two year,Basic
3106,6569-KTMDU,3106,2/3/2026,NULL,0,NULL,19.1,Month-to-month,Basic
3107,8809-RIHDD,3107,3/3/2020,3/3/2026,1,3/3/2026,103.4,Two year,Enterprise
3108,8809-XKHMD,3108,3/3/2020,NULL,0,NULL,100.55,Two year,Enterprise
3109,0396-YCHWO,3109,3/3/2023,NULL,0,NULL,95.4,Month-to-month,Enterprise
3110,0867-LDTTC,3110,10/3/2025,NULL,0,NULL,75.15,Month-to-month,Pro
3111,4822-NGOCH,3111,2/3/2025,3/3/2026,1,3/3/2026,84.45,Month-to-month,Enterprise
3112,9391-DXGGG,3112,7/3/2022,NULL,0,NULL,89.15,One year,Enterprise
3113,9844-FELAJ,3113,5/3/2020,NULL,0,NULL,107.9,One year,Enterprise
3114,2122-SZZZD,3114,7/3/2022,NULL,0,NULL,19.5,One year,Basic
3115,5307-DZCVC,3115,7/3/2023,3/3/2026,1,3/3/2026,85.95,Month-to-month,Enterprise
3116,3148-AOIQT,3116,6/3/2020,NULL,0,NULL,24.95,Two year,Basic
3117,8679-JOEVF,3117,11/3/2024,3/3/2026,1,3/3/2026,59.4,Month-to-month,Pro
3118,8395-ETZKQ,3118,7/3/2020,NULL,0,NULL,19.5,One year,Basic
3119,6692-YQHXC,3119,11/3/2024,NULL,0,NULL,69.95,Month-to-month,Pro
3120,3889-VWBID,3120,7/3/2020,NULL,0,NULL,82.85,Two year,Enterprise
3121,5222-JCXZT,3121,11/3/2025,NULL,0,NULL,19,Month-to-month,Basic
3122,9754-CLVZW,3122,1/3/2024,NULL,0,NULL,38.85,Month-to-month,Basic
3123,1432-FPAXX,3123,10/3/2023,3/3/2026,1,3/3/2026,30.6,Month-to-month,Basic
3124,2739-CCZMB,3124,10/3/2025,NULL,0,NULL,20.35,Month-to-month,Basic
3125,7080-TNUWP,3125,5/3/2020,NULL,0,NULL,95,One year,Enterprise
3126,0496-AHOOK,3126,3/3/2024,NULL,0,NULL,74.4,One year,Pro
3127,8336-TAVKX,3127,3/3/2020,NULL,0,NULL,78.45,Two year,Pro
3128,2468-SJFLM,3128,2/3/2026,NULL,0,NULL,74.3,Month-to-month,Pro
3129,3181-VTHOE,3129,5/3/2020,NULL,0,NULL,51.05,One year,Pro
3130,7168-HDQHG,3130,3/3/2023,NULL,0,NULL,19.2,Month-to-month,Basic
3131,4803-AXVYP,3131,1/3/2023,3/3/2026,1,3/3/2026,99.55,Month-to-month,Enterprise
3132,3884-HCSWG,3132,10/3/2024,3/3/2026,1,3/3/2026,70,Month-to-month,Pro
3133,4567-AKPIA,3133,10/3/2022,NULL,0,NULL,109.1,One year,Enterprise
3134,5077-DXTCG,3134,2/3/2026,3/3/2026,1,3/3/2026,45.3,Month-to-month,Pro
3135,1142-WACZW,3135,1/3/2026,3/3/2026,1,3/3/2026,29.85,Month-to-month,Basic
3136,7901-HXJVA,3136,1/3/2025,NULL,0,NULL,76.45,Month-to-month,Pro
3137,5649-ANRML,3137,1/3/2026,3/3/2026,1,3/3/2026,95.1,Month-to-month,Enterprise
3138,4892-VLANZ,3138,2/3/2026,3/3/2026,1,3/3/2026,19.8,Month-to-month,Basic
3139,5924-IFQTT,3139,2/3/2025,NULL,0,NULL,72.8,Month-to-month,Pro
3140,7968-QUXNS,3140,9/3/2025,NULL,0,NULL,18.95,Month-to-month,Basic
3141,2919-HBCJO,3141,11/3/2025,3/3/2026,1,3/3/2026,76.65,Month-to-month,Pro
3142,4236-XPXAV,3142,10/3/2025,3/3/2026,1,3/3/2026,99.15,Month-to-month,Enterprise
3143,8903-WMRNW,3143,12/3/2024,NULL,0,NULL,101.75,Month-to-month,Enterprise
3144,2452-SNHFZ,3144,4/3/2022,NULL,0,NULL,75.45,Month-to-month,Pro
3145,3629-WEAAM,3145,7/3/2025,NULL,0,NULL,64.1,Month-to-month,Pro
3146,6029-CSMJE,3146,10/3/2024,NULL,0,NULL,25.65,Month-to-month,Basic
3147,7993-NQLJE,3147,12/3/2024,NULL,0,NULL,75.1,Month-to-month,Pro
3148,9909-DFRJA,3148,1/3/2024,NULL,0,NULL,95.85,One year,Enterprise
3149,9099-FTUHS,3149,4/3/2024,NULL,0,NULL,54.4,Month-to-month,Pro
3150,0581-BXBUB,3150,11/3/2025,NULL,0,NULL,72.75,Month-to-month,Pro
3151,4962-CHQPW,3151,10/3/2023,NULL,0,NULL,19.85,One year,Basic
3152,9467-ROOLM,3152,2/3/2024,NULL,0,NULL,19.05,Month-to-month,Basic
3153,3030-YZADT,3153,6/3/2025,3/3/2026,1,3/3/2026,44.95,Month-to-month,Pro
3154,7410-KTVFV,3154,9/3/2024,3/3/2026,1,3/3/2026,49.55,Month-to-month,Pro
3155,5150-ITWWB,3155,12/3/2025,NULL,0,NULL,94.85,Month-to-month,Enterprise
3156,2253-KPMNB,3156,6/3/2020,NULL,0,NULL,46.25,Two year,Pro
3157,1345-ZUKID,3157,1/3/2025,NULL,0,NULL,19.35,One year,Basic
3158,6429-SHBCB,3158,8/3/2024,NULL,0,NULL,69.6,Month-to-month,Pro
3159,9281-OFDMF,3159,12/3/2022,NULL,0,NULL,90.7,Month-to-month,Enterprise
3160,2603-HVKCG,3160,8/3/2023,NULL,0,NULL,101.4,Month-to-month,Enterprise
3161,1834-WULEG,3161,3/3/2024,NULL,0,NULL,20.25,One year,Basic
3162,9097-ZUBYC,3162,1/3/2025,NULL,0,NULL,48.8,Month-to-month,Pro
3163,5148-ORICT,3163,11/3/2020,NULL,0,NULL,74.35,Two year,Pro
3164,4893-GYUJU,3164,1/3/2022,NULL,0,NULL,19.35,One year,Basic
3165,4578-PHJYZ,3165,11/3/2021,NULL,0,NULL,68.75,One year,Pro
3166,7272-QDCKA,3166,11/3/2023,NULL,0,NULL,100.2,One year,Enterprise
3167,8908-SLFCJ,3167,6/3/2024,NULL,0,NULL,20.85,Two year,Basic
3168,8393-DLHGA,3168,2/3/2024,3/3/2026,1,3/3/2026,95.9,Month-to-month,Enterprise
3169,9766-HGEDE,3169,10/3/2024,NULL,0,NULL,19.35,One year,Basic
3170,6968-MHOMU,3170,5/3/2021,NULL,0,NULL,45,One year,Pro
3171,7395-IGJOS,3171,10/3/2024,3/3/2026,1,3/3/2026,81.5,Month-to-month,Enterprise
3172,5044-XDPYX,3172,12/3/2021,NULL,0,NULL,25.5,Two year,Basic
3173,1814-WFGVS,3173,3/3/2020,NULL,0,NULL,48.9,Two year,Pro
3174,2834-SPCJV,3174,11/3/2021,3/3/2026,1,3/3/2026,84.1,Month-to-month,Enterprise
3175,3721-WKIIL,3175,12/3/2023,NULL,0,NULL,19.6,Two year,Basic
3176,6734-CKRSM,3176,12/3/2025,NULL,0,NULL,20,Month-to-month,Basic
3177,1265-ZFOSD,3177,11/3/2020,NULL,0,NULL,81.3,Two year,Enterprise
3178,6568-POCUI,3178,6/3/2022,NULL,0,NULL,95.2,Two year,Enterprise
3179,7890-VYYWG,3179,12/3/2025,3/3/2026,1,3/3/2026,36.45,Month-to-month,Basic
3180,5197-LQXXH,3180,4/3/2020,NULL,0,NULL,83.3,Two year,Enterprise
3181,9907-SWKKF,3181,2/3/2026,3/3/2026,1,3/3/2026,25.05,Month-to-month,Basic
3182,3457-PQBYH,3182,5/3/2021,NULL,0,NULL,20.3,Two year,Basic
3183,7682-AZNDK,3183,5/3/2023,NULL,0,NULL,89.85,Month-to-month,Enterprise
3184,0587-DMGBH,3184,7/3/2025,3/3/2026,1,3/3/2026,49.85,Month-to-month,Pro
3185,5384-ZTTWP,3185,12/3/2024,NULL,0,NULL,19.8,Month-to-month,Basic
3186,3745-HRPHI,3186,9/3/2020,NULL,0,NULL,54.65,Two year,Pro
3187,7636-OWBPG,3187,3/3/2025,NULL,0,NULL,29.35,Month-to-month,Basic
3188,1231-YNDEK,3188,5/3/2021,NULL,0,NULL,19.15,Two year,Basic
3189,1407-DIGZV,3189,12/3/2025,NULL,0,NULL,19.1,Two year,Basic
3190,6397-JNZZG,3190,8/3/2022,3/3/2026,1,3/3/2026,55.55,Month-to-month,Pro
3191,0570-BFQHT,3191,6/3/2025,NULL,0,NULL,80.55,Month-to-month,Enterprise
3192,4393-OBCRR,3192,12/3/2025,NULL,0,NULL,20.25,One year,Basic
3193,3523-QRQLL,3193,5/3/2024,3/3/2026,1,3/3/2026,69.5,One year,Pro
3194,8564-LDKFL,3194,11/3/2022,NULL,0,NULL,106,One year,Enterprise
3195,3696-DFHHB,3195,7/3/2020,NULL,0,NULL,25.5,Two year,Basic
3196,0895-DQHEW,3196,9/3/2021,3/3/2026,1,3/3/2026,104.3,Month-to-month,Enterprise
3197,4717-GHADL,3197,1/3/2022,NULL,0,NULL,79.6,Two year,Pro
3198,5501-TVMGM,3198,2/3/2026,NULL,0,NULL,55.25,Month-to-month,Pro
3199,5879-HMFFH,3199,3/3/2020,NULL,0,NULL,88.05,Two year,Enterprise
3200,6772-WFQRD,3200,11/3/2022,NULL,0,NULL,20.4,One year,Basic
3201,3810-DVDQQ,3201,3/3/2020,NULL,0,NULL,117.6,Two year,Enterprise
3202,6972-SNKKW,3202,9/3/2025,NULL,0,NULL,20,Month-to-month,Basic
3203,3694-GLTJM,3203,10/3/2025,NULL,0,NULL,19.65,Month-to-month,Basic
3204,8550-XSXUQ,3204,3/3/2022,NULL,0,NULL,70.55,One year,Pro
3205,8149-RSOUN,3205,2/3/2026,3/3/2026,1,3/3/2026,93.85,Month-to-month,Enterprise
3206,9055-MOJJJ,3206,11/3/2020,NULL,0,NULL,65.8,One year,Pro
3207,4359-INNWN,3207,10/3/2024,NULL,0,NULL,20.05,One year,Basic
3208,0585-EGDDA,3208,11/3/2022,NULL,0,NULL,80,Month-to-month,Pro
3209,4032-RMHCI,3209,10/3/2022,NULL,0,NULL,35.4,One year,Basic
3210,0549-CYCQN,3210,12/3/2021,NULL,0,NULL,79.6,One year,Pro
3211,3481-JHUZH,3211,10/3/2022,NULL,0,NULL,80.25,Month-to-month,Enterprise
3212,7250-EQKIY,3212,2/3/2026,3/3/2026,1,3/3/2026,50.45,Month-to-month,Pro
3213,3594-IVHJZ,3213,1/3/2026,NULL,0,NULL,20.45,Month-to-month,Basic
3214,6869-FGJJC,3214,7/3/2020,NULL,0,NULL,79.6,One year,Pro
3215,3896-ZVNET,3215,3/3/2024,NULL,0,NULL,24.7,Two year,Basic
3216,8205-VSLRB,3216,5/3/2020,NULL,0,NULL,77.3,Two year,Pro
3217,5960-MVTUK,3217,12/3/2025,NULL,0,NULL,29.75,Month-to-month,Basic
3218,6817-WTYHE,3218,1/3/2026,NULL,0,NULL,44.9,Month-to-month,Pro
3219,3082-VQXNH,3219,12/3/2025,NULL,0,NULL,29.8,Month-to-month,Basic
3220,4013-UBXWQ,3220,8/3/2025,3/3/2026,1,3/3/2026,74.65,Month-to-month,Pro
3221,4931-TRZWN,3221,2/3/2025,NULL,0,NULL,71.95,Month-to-month,Pro
3222,0750-EKNGL,3222,8/3/2025,NULL,0,NULL,20.75,Month-to-month,Basic
3223,7669-LCRSD,3223,3/3/2025,NULL,0,NULL,56.3,Month-to-month,Pro
3224,3567-PQTSO,3224,10/3/2021,NULL,0,NULL,105.25,One year,Enterprise
3225,5519-NPHVG,3225,3/3/2025,3/3/2026,1,3/3/2026,94.2,Month-to-month,Enterprise
3226,8043-PNYSD,3226,12/3/2020,NULL,0,NULL,19.55,Two year,Basic
3227,9938-EKRGF,3227,12/3/2024,NULL,0,NULL,84.45,Month-to-month,Enterprise
3228,2703-AMTUL,3228,3/3/2023,NULL,0,NULL,53.65,One year,Pro
3229,0928-JMXNP,3229,11/3/2025,NULL,0,NULL,29.9,Month-to-month,Basic
3230,8173-RXAYP,3230,3/3/2024,NULL,0,NULL,19.7,Two year,Basic
3231,4825-XJGDM,3231,2/3/2021,NULL,0,NULL,43.7,One year,Pro
3232,5402-HTOTQ,3232,11/3/2024,NULL,0,NULL,55.3,Month-to-month,Pro
3233,6734-JDTTV,3233,10/3/2020,NULL,0,NULL,19.85,Two year,Basic
3234,7850-THJMU,3234,1/3/2024,NULL,0,NULL,19.65,Two year,Basic
3235,3890-RTCMS,3235,11/3/2024,NULL,0,NULL,49.45,Month-to-month,Pro
3236,8849-GYOKR,3236,9/3/2021,3/3/2026,1,3/3/2026,106.55,One year,Enterprise
3237,3148-BLQJT,3237,2/3/2026,3/3/2026,1,3/3/2026,20.1,Month-to-month,Basic
3238,3717-FDJFU,3238,10/3/2025,NULL,0,NULL,20.45,Two year,Basic
3239,3665-JATSN,3239,8/3/2024,NULL,0,NULL,39.7,Month-to-month,Basic
3240,7966-YOTQW,3240,5/3/2025,NULL,0,NULL,54.5,Month-to-month,Pro
3241,0461-CVKMU,3241,4/3/2024,3/3/2026,1,3/3/2026,83.8,Month-to-month,Enterprise
3242,8806-EAGWC,3242,12/3/2025,3/3/2026,1,3/3/2026,55.15,Month-to-month,Pro
3243,8853-TZDGH,3243,3/3/2020,NULL,0,NULL,111.6,Two year,Enterprise
3244,7779-LGOVN,3244,5/3/2025,3/3/2026,1,3/3/2026,86.65,Month-to-month,Enterprise
3245,4324-BZCKL,3245,5/3/2025,NULL,0,NULL,55.55,Month-to-month,Pro
3246,6924-TDGMT,3246,4/3/2025,NULL,0,NULL,20.55,One year,Basic
3247,9710-ZUSHQ,3247,2/3/2023,3/3/2026,1,3/3/2026,106.75,Month-to-month,Enterprise
3248,1536-YHDOE,3248,10/3/2024,NULL,0,NULL,62.1,One year,Pro
3249,8123-QBNAZ,3249,3/3/2023,NULL,0,NULL,104.5,Month-to-month,Enterprise
3250,3629-ZNKXA,3250,10/3/2024,NULL,0,NULL,101.8,Month-to-month,Enterprise
3251,4827-LTQRJ,3251,9/3/2020,NULL,0,NULL,110.6,One year,Enterprise
3252,7711-YIJWC,3252,2/3/2021,NULL,0,NULL,84.9,One year,Enterprise
3253,5482-VXSXJ,3253,5/3/2024,NULL,0,NULL,93.2,Month-to-month,Enterprise
3254,7365-BVCJH,3254,2/3/2026,NULL,0,NULL,24.4,Month-to-month,Basic
3255,9620-ENEJV,3255,9/3/2025,NULL,0,NULL,70.55,Month-to-month,Pro
3256,4183-WCSEP,3256,8/3/2023,3/3/2026,1,3/3/2026,78.45,Month-to-month,Pro
3257,2378-YIZKA,3257,7/3/2020,NULL,0,NULL,85,Two year,Enterprise
3258,5498-TXHLF,3258,5/3/2023,3/3/2026,1,3/3/2026,87.45,Month-to-month,Enterprise
3259,0689-DSXGL,3259,11/3/2021,NULL,0,NULL,85.8,Month-to-month,Enterprise
3260,6818-DJXAA,3260,5/3/2025,NULL,0,NULL,91.1,Month-to-month,Enterprise
3261,9722-UJOJR,3261,10/3/2023,3/3/2026,1,3/3/2026,70.75,Month-to-month,Pro
3262,0464-WJTKO,3262,3/3/2020,NULL,0,NULL,20.1,Two year,Basic
3263,8902-ZEOVF,3263,4/3/2022,NULL,0,NULL,20.05,One year,Basic
3264,6778-EICRF,3264,3/3/2024,NULL,0,NULL,74.8,One year,Pro
3265,2662-NNTDK,3265,10/3/2020,NULL,0,NULL,24.8,One year,Basic
3266,4132-KALRO,3266,11/3/2025,NULL,0,NULL,100.85,Month-to-month,Enterprise
3267,3902-FOIGH,3267,3/3/2025,3/3/2026,1,3/3/2026,101.35,Month-to-month,Enterprise
3268,6772-KSATR,3268,2/3/2026,3/3/2026,1,3/3/2026,81.7,Month-to-month,Enterprise
